,mechanism,type,rate,nrow,ncol,total_memory_MB
3556,ECAR,MissingValueNumeric,0.5,100,4,0.008141
3557,ECAR,AddDelta,0.75,100000,2,12.458
3558,ENAR,MissingValueNumeric,0.25,1000000,4,183.886
3559,ENAR,MissingValueNumeric,0.75,10000,10,3.115
3560,ECAR,AddDelta,0.9,1000,10,0.220938
3561,ENAR,AddDelta,0.25,100000,6,21.365
3562,ENAR,AddDelta,0.5,10000,10,2.932
3563,ENAR,AddDelta,0.5,10000,8,2.76
3564,EAR,AddDelta,0.1,1000000,8,348.895
3565,EAR,AddDelta,0.25,100,2,0.025453
3566,ENAR,AddDelta,0.5,1000000,6,252.731
3567,EAR,AddDelta,0.9,100,6,0.041055
3568,ENAR,MissingValueNumeric,0.9,100,6,0.019507999999999998
3569,ENAR,AddDelta,0.25,100000,8,23.082
3570,ECAR,AddDelta,0.75,1000000,8,173.461
3571,EAR,MissingValueNumeric,0.25,1000,4,0.28163299999999997
3572,EAR,MissingValueNumeric,0.75,100000,10,53.043
3573,EAR,AddDelta,0.5,100,4,0.031945
3574,EAR,MissingValueNumeric,0.75,1000,4,0.363664
3575,EAR,MissingValueNumeric,0.25,10000,10,4.274
3576,ENAR,AddDelta,0.75,100,2,0.01725
3577,ECAR,AddDelta,0.5,10000,10,1.881
3578,EAR,MissingValueNumeric,0.75,100000,4,35.305
3579,EAR,MissingValueNumeric,0.1,10000,4,2.449
3580,EAR,AddDelta,0.75,100,6,0.040015999999999996
3581,ECAR,MissingValueNumeric,0.1,100,8,0.011266
3582,ECAR,MissingValueNumeric,0.9,1000000,8,164.83
3583,ECAR,MissingValueNumeric,0.1,100,8,0.011266
3584,ECAR,MissingValueNumeric,0.75,1000,10,0.188016
3585,ENAR,MissingValueNumeric,0.5,100,6,0.018492
3586,EAR,MissingValueNumeric,0.5,1000,2,0.265961
3587,ENAR,AddDelta,0.1,100,10,0.023711
3588,EAR,AddDelta,0.25,10000,4,2.893
3589,EAR,AddDelta,0.75,1000,10,0.562164
3590,ECAR,MissingValueNumeric,0.5,100,10,0.012827999999999999
3591,ECAR,MissingValueNumeric,0.25,10000,8,1.364
3592,ENAR,AddDelta,0.1,100,2,0.016148
3593,ENAR,AddDelta,0.25,100,10,0.022515999999999998
3594,ECAR,MissingValueNumeric,0.5,1000,10,0.174344
3595,ENAR,AddDelta,0.25,10000,8,2.415
3596,ENAR,AddDelta,0.25,1000,4,0.212945
3597,ENAR,AddDelta,0.75,100,10,0.0235
3598,ENAR,MissingValueNumeric,0.25,100,4,0.016734000000000002
3599,EAR,MissingValueNumeric,0.1,1000000,10,381.892
3600,ENAR,AddDelta,0.9,10000,4,2.953
3601,ENAR,MissingValueNumeric,0.5,100000,10,26.062
3602,ENAR,MissingValueNumeric,0.5,10000,4,2.254
3603,ECAR,AddDelta,0.25,1000,2,0.10309399999999999
3604,ENAR,MissingValueNumeric,0.1,1000000,10,213.075
3605,ENAR,AddDelta,0.5,10000,2,2.246
3606,ENAR,AddDelta,0.5,1000000,8,269.896
3607,ECAR,MissingValueNumeric,0.75,1000,2,0.117703
3608,EAR,AddDelta,0.75,10000,8,4.957
3609,ENAR,MissingValueNumeric,0.1,10000,4,1.685
3610,EAR,AddDelta,0.5,100,6,0.037461
3611,ENAR,AddDelta,0.25,1000,6,0.230523
3612,ECAR,AddDelta,0.25,100,4,0.009266
3613,ENAR,MissingValueNumeric,0.1,100000,4,16.295
3614,ENAR,AddDelta,0.1,10000,2,1.676
3615,ECAR,MissingValueNumeric,0.9,10000,6,1.671
3616,EAR,AddDelta,0.1,100,4,0.03007
3617,EAR,MissingValueNumeric,0.25,100000,6,30.778
3618,ENAR,AddDelta,0.9,100,8,0.022945
3619,ENAR,MissingValueNumeric,0.75,1000000,10,305.505
3620,ENAR,AddDelta,0.1,1000000,8,213.122
3621,ECAR,AddDelta,0.5,10000,2,1.195
3622,ENAR,AddDelta,0.25,1000000,10,252.598
3623,EAR,MissingValueNumeric,0.5,1000000,2,261.983
3624,ENAR,MissingValueNumeric,0.25,1000000,2,166.72
3625,ECAR,AddDelta,0.1,100000,2,9.048
3626,EAR,MissingValueNumeric,0.9,100,6,0.039960999999999997
3627,ENAR,MissingValueNumeric,0.9,100000,8,29.96
3628,ECAR,MissingValueNumeric,0.9,1000,10,0.20521899999999998
3629,EAR,AddDelta,0.1,100,2,0.026336
3630,EAR,MissingValueNumeric,0.9,100,10,0.052242
3631,EAR,AddDelta,0.9,100,10,0.053336
3632,ENAR,MissingValueNumeric,0.9,100,2,0.016382999999999998
3633,EAR,MissingValueNumeric,0.5,10000,8,4.277
3634,ECAR,AddDelta,0.9,100,4,0.010266
3635,ENAR,MissingValueNumeric,0.9,100,4,0.017945
3636,EAR,AddDelta,0.9,10000,8,5.251
3637,EAR,MissingValueNumeric,0.75,1000,10,0.5454450000000001
3638,ECAR,MissingValueNumeric,0.25,10000,4,1.021
3639,ECAR,MissingValueNumeric,0.5,1000,10,0.174344
3640,ENAR,AddDelta,0.1,1000,2,0.16568
3641,ECAR,AddDelta,0.5,10000,6,1.537
3642,ENAR,MissingValueNumeric,0.75,1000,2,0.241148
3643,EAR,MissingValueNumeric,0.75,100000,2,29.392
3644,ECAR,AddDelta,0.9,100000,2,13.244
3645,ECAR,MissingValueNumeric,0.25,100,8,0.011266
3646,ECAR,AddDelta,0.9,10000,2,1.491
3647,EAR,AddDelta,0.25,1000,2,0.24556999999999998
3648,ENAR,AddDelta,0.25,100,4,0.017828
3649,EAR,AddDelta,0.75,100000,2,31.014
3650,ENAR,AddDelta,0.25,1000,8,0.24810200000000002
3651,ECAR,MissingValueNumeric,0.1,10000,6,1.08
3652,EAR,AddDelta,0.25,100,10,0.046344
3653,ENAR,MissingValueNumeric,0.25,100,10,0.021422
3654,ENAR,AddDelta,0.75,100000,4,26.418
3655,ENAR,MissingValueNumeric,0.5,1000000,2,201.184
3656,ENAR,MissingValueNumeric,0.9,1000,6,0.295055
3657,EAR,AddDelta,0.1,10000,8,3.596
3658,ENAR,AddDelta,0.9,100,6,0.020602
3659,ENAR,AddDelta,0.1,100000,6,19.634
3660,EAR,AddDelta,0.75,1000000,6,445.83
3661,EAR,MissingValueNumeric,0.5,1000000,8,427.922
3662,ECAR,MissingValueNumeric,0.9,10000,6,1.671
3663,EAR,MissingValueNumeric,0.1,1000,10,0.39739800000000003
3664,ENAR,MissingValueNumeric,0.75,1000000,4,254.007
3665,ENAR,MissingValueNumeric,0.25,100,10,0.021422
3666,ENAR,AddDelta,0.9,100,10,0.023727
3667,EAR,AddDelta,0.75,1000,10,0.562164
3668,EAR,MissingValueNumeric,0.25,1000000,6,316.794
3669,EAR,AddDelta,0.9,1000,8,0.530867
3670,ENAR,AddDelta,0.75,100000,8,29.851
3671,EAR,AddDelta,0.25,100,10,0.046344
3672,ECAR,MissingValueNumeric,0.25,1000,6,0.121516
3673,ENAR,MissingValueNumeric,0.25,100000,8,21.459
3674,ECAR,AddDelta,0.25,100000,6,13.269
3675,ENAR,MissingValueNumeric,0.75,1000000,2,236.842
3676,ECAR,MissingValueNumeric,0.1,10000,8,1.251
3677,ENAR,MissingValueNumeric,0.9,1000000,8,308.934
3678,ECAR,AddDelta,0.25,100,2,0.0076879999999999995
3679,ECAR,MissingValueNumeric,0.25,10000,10,1.536
3680,ECAR,MissingValueNumeric,0.25,10000,6,1.192
3681,ECAR,AddDelta,0.75,1000,4,0.152031
3682,ECAR,AddDelta,0.5,10000,4,1.365
3683,EAR,AddDelta,0.25,1000000,10,436.003
3684,EAR,AddDelta,0.25,100,4,0.030188
3685,ECAR,MissingValueNumeric,0.5,1000000,2,93.113
3686,ECAR,MissingValueNumeric,0.5,100000,2,9.524
3687,EAR,AddDelta,0.75,10000,2,3.183
3688,EAR,AddDelta,0.5,1000000,4,333.509
3689,ECAR,AddDelta,0.5,100,8,0.012359
3690,ECAR,AddDelta,0.25,1000000,8,148.666
3691,ECAR,AddDelta,0.1,1000000,2,89.3
3692,ENAR,MissingValueNumeric,0.5,1000,8,0.262633
3693,ENAR,AddDelta,0.75,100,4,0.019812
3694,ECAR,AddDelta,0.25,1000,2,0.10309399999999999
3695,ENAR,MissingValueNumeric,0.5,100000,6,22.628
3696,ENAR,AddDelta,0.9,100000,2,27.433
3697,ECAR,MissingValueNumeric,0.5,100000,2,9.524
3698,ECAR,MissingValueNumeric,0.9,1000,10,0.20421899999999998
3699,ECAR,AddDelta,0.25,100000,10,16.701
3700,ECAR,MissingValueNumeric,0.75,100,6,0.010702999999999999
3701,ECAR,AddDelta,0.25,1000,2,0.10309399999999999
3702,ENAR,MissingValueNumeric,0.25,10000,8,2.252
3703,EAR,AddDelta,0.1,1000000,8,348.896
3704,ENAR,AddDelta,0.25,1000000,4,201.1
3705,ENAR,AddDelta,0.9,100000,10,33.299
3706,ENAR,AddDelta,0.75,100,6,0.021960999999999998
3707,EAR,MissingValueNumeric,0.9,1000,6,0.45121100000000003
3708,ECAR,AddDelta,0.9,100000,2,13.244
3709,ECAR,AddDelta,0.9,10000,6,1.834
3710,EAR,MissingValueNumeric,0.25,1000000,6,316.792
3711,ECAR,AddDelta,0.1,1000,8,0.139141
3712,ENAR,AddDelta,0.75,10000,8,3.107
3713,ECAR,MissingValueNumeric,0.5,1000000,2,93.113
3714,ENAR,MissingValueNumeric,0.1,100000,10,21.445
3715,ENAR,MissingValueNumeric,0.9,1000,6,0.295055
3716,ECAR,AddDelta,0.5,100,6,0.010797000000000001
3717,ECAR,MissingValueNumeric,0.75,10000,6,1.586
3718,ECAR,MissingValueNumeric,0.75,10000,10,1.93
3719,EAR,MissingValueNumeric,0.9,100000,8,51.893
3720,ENAR,AddDelta,0.1,100,8,0.021617
3721,EAR,AddDelta,0.25,100,6,0.036094
3722,EAR,MissingValueNumeric,0.9,100,6,0.039960999999999997
3723,ENAR,MissingValueNumeric,0.9,10000,2,2.619
3724,ECAR,AddDelta,0.5,1000000,8,160.825
3725,EAR,MissingValueNumeric,0.25,1000,4,0.28163299999999997
3726,ENAR,AddDelta,0.75,100000,2,25.702
3727,ECAR,MissingValueNumeric,0.1,1000,4,0.08726600000000001
3728,EAR,AddDelta,0.1,100,8,0.04032
3729,EAR,MissingValueNumeric,0.1,1000,2,0.195648
3730,ENAR,MissingValueNumeric,0.5,1000000,4,218.351
3731,EAR,AddDelta,0.9,1000,2,0.342055
3732,EAR,MissingValueNumeric,0.5,10000,10,4.83
3733,ENAR,AddDelta,0.1,100,6,0.019273
3734,EAR,AddDelta,0.75,1000000,10,564.086
3735,EAR,AddDelta,0.5,10000,6,3.887
3736,EAR,AddDelta,0.9,10000,10,5.865
3737,ENAR,AddDelta,0.75,10000,6,2.935
3738,ENAR,MissingValueNumeric,0.9,1000000,10,326.099
3739,ECAR,AddDelta,0.1,100,6,0.010797000000000001
3740,ENAR,AddDelta,0.25,1000,8,0.24810200000000002
3741,ENAR,MissingValueNumeric,0.75,100000,4,24.796
3742,ECAR,MissingValueNumeric,0.1,1000000,6,107.418
3743,ECAR,MissingValueNumeric,0.5,100,2,0.0065780000000000005
3744,ENAR,MissingValueNumeric,0.75,100,10,0.022406
3745,ECAR,AddDelta,0.1,100,2,0.0076879999999999995
3746,ENAR,MissingValueNumeric,0.1,1000,8,0.20169499999999999
3747,EAR,MissingValueNumeric,0.5,1000,6,0.379336
3748,ENAR,AddDelta,0.25,100,6,0.019391
3749,ECAR,MissingValueNumeric,0.25,1000,6,0.121516
3750,ENAR,MissingValueNumeric,0.75,100,8,0.021625
3751,EAR,MissingValueNumeric,0.5,1000,10,0.492711
3752,EAR,AddDelta,0.5,100,6,0.037461
3753,ECAR,AddDelta,0.9,100,8,0.014359
3754,ENAR,AddDelta,0.1,1000000,10,230.289
3755,ECAR,MissingValueNumeric,0.1,100000,2,7.426
3756,EAR,AddDelta,0.75,10000,6,4.366
3757,ENAR,MissingValueNumeric,0.9,100,10,0.023632999999999998
3758,ENAR,MissingValueNumeric,0.25,10000,8,2.252
3759,EAR,MissingValueNumeric,0.25,100000,4,25.629
3760,ECAR,AddDelta,0.25,1000000,8,148.666
3761,ENAR,AddDelta,0.1,1000,2,0.16568
3762,ENAR,AddDelta,0.1,10000,8,2.191
3763,EAR,AddDelta,0.75,1000000,6,445.83
3764,EAR,AddDelta,0.1,100000,8,34.789
3765,EAR,MissingValueNumeric,0.1,1000000,8,332.683
3766,ENAR,MissingValueNumeric,0.1,1000,6,0.184117
3767,ECAR,MissingValueNumeric,0.75,1000000,8,157.248
3768,EAR,MissingValueNumeric,0.1,1000,8,0.347961
3769,ECAR,AddDelta,0.9,1000000,10,198.209
3770,EAR,MissingValueNumeric,0.9,100,8,0.046883
3771,ECAR,AddDelta,0.1,100000,4,10.765
3772,ENAR,MissingValueNumeric,0.75,1000000,2,236.841
3773,ECAR,MissingValueNumeric,0.5,100000,8,14.674
3774,EAR,AddDelta,0.25,1000000,4,281.507
3775,EAR,AddDelta,0.9,1000,10,0.5948049999999999
3776,ECAR,MissingValueNumeric,0.5,10000,2,1.03
3777,ENAR,AddDelta,0.25,100000,10,24.798
3778,ENAR,AddDelta,0.9,1000,10,0.34693
3779,ENAR,AddDelta,0.5,100000,4,22.533
3780,ENAR,MissingValueNumeric,0.75,1000,8,0.293883
3781,ECAR,AddDelta,0.1,1000,4,0.10401600000000001
3782,ENAR,AddDelta,0.9,10000,8,3.297
3783,EAR,MissingValueNumeric,0.75,100,6,0.038922
3784,ECAR,MissingValueNumeric,0.1,1000,8,0.122422
3785,ECAR,MissingValueNumeric,0.9,1000,8,0.186641
3786,ECAR,AddDelta,0.9,1000,2,0.150641
3787,ENAR,AddDelta,0.75,100000,10,31.568
3788,ECAR,AddDelta,0.5,100,2,0.0076879999999999995
3789,ECAR,MissingValueNumeric,0.5,100,10,0.012827999999999999
3790,ECAR,MissingValueNumeric,0.1,10000,8,1.252
3791,EAR,MissingValueNumeric,0.1,100000,8,33.168
3792,EAR,AddDelta,0.5,10000,10,4.993
3793,EAR,MissingValueNumeric,0.25,100000,8,35.928
3794,ENAR,MissingValueNumeric,0.9,100,4,0.017945
3795,EAR,AddDelta,0.25,1000000,6,333.006
3796,ENAR,MissingValueNumeric,0.5,100,4,0.01732
3797,EAR,AddDelta,0.9,100000,8,53.514
3798,ENAR,MissingValueNumeric,0.5,1000,8,0.263633
3799,EAR,AddDelta,0.5,1000,10,0.50943
3800,EAR,AddDelta,0.25,1000000,6,333.006
3801,EAR,AddDelta,0.9,1000000,6,480.435
3802,EAR,MissingValueNumeric,0.5,100,8,0.042664
3803,ENAR,AddDelta,0.9,100,8,0.023945
3804,ENAR,MissingValueNumeric,0.5,10000,8,2.597
3805,ENAR,AddDelta,0.9,1000,8,0.329352
3806,ECAR,AddDelta,0.25,100000,4,11.552
3807,EAR,AddDelta,0.75,1000,2,0.319789
3808,EAR,MissingValueNumeric,0.5,10000,6,3.724
3809,ECAR,AddDelta,0.9,100000,10,20.111
3810,EAR,MissingValueNumeric,0.75,1000000,2,311.362
3811,EAR,AddDelta,0.1,100,4,0.03007
3812,ENAR,MissingValueNumeric,0.9,10000,4,2.79
3813,ECAR,AddDelta,0.9,1000,6,0.185781
3814,EAR,MissingValueNumeric,0.9,10000,8,5.089
3815,ECAR,AddDelta,0.9,1000000,2,129.545
3816,EAR,AddDelta,0.5,10000,6,3.888
3817,ECAR,AddDelta,0.1,1000,6,0.121562
3818,EAR,AddDelta,0.9,100000,2,35.089
3819,ECAR,MissingValueNumeric,0.5,100,8,0.011266
3820,EAR,AddDelta,0.5,100000,4,31.089
3821,ENAR,AddDelta,0.5,100000,10,27.683
3822,ENAR,MissingValueNumeric,0.9,1000000,10,326.101
3823,ECAR,MissingValueNumeric,0.5,10000,6,1.375
3824,ENAR,AddDelta,0.25,100,8,0.021734000000000003
3825,ENAR,AddDelta,0.9,1000,6,0.311773
3826,ENAR,MissingValueNumeric,0.1,1000,10,0.219273
3827,EAR,MissingValueNumeric,0.9,100,10,0.053242
3828,EAR,MissingValueNumeric,0.9,1000000,10,587.054
3829,ENAR,AddDelta,0.9,1000,10,0.34693
3830,ECAR,MissingValueNumeric,0.25,100,6,0.009703
3831,EAR,AddDelta,0.75,1000000,8,504.958
3832,ECAR,AddDelta,0.75,10000,8,1.921
3833,ECAR,MissingValueNumeric,0.9,1000,10,0.20421899999999998
3834,EAR,MissingValueNumeric,0.5,10000,6,3.724
3835,ECAR,AddDelta,0.9,100000,6,16.677
3836,EAR,MissingValueNumeric,0.5,10000,4,3.17
3837,EAR,MissingValueNumeric,0.25,10000,2,2.214
3838,ENAR,MissingValueNumeric,0.5,100000,8,24.344
3839,EAR,AddDelta,0.5,1000000,6,388.822
3840,ECAR,MissingValueNumeric,0.1,1000,2,0.069688
3841,EAR,MissingValueNumeric,0.9,1000000,10,587.054
3842,EAR,AddDelta,0.75,1000,8,0.50157
3843,EAR,MissingValueNumeric,0.1,100000,10,38.088
3844,EAR,MissingValueNumeric,0.1,100,4,0.028977
3845,EAR,AddDelta,0.5,1000000,4,333.509
3846,ECAR,AddDelta,0.9,100,6,0.011797
3847,EAR,MissingValueNumeric,0.9,10000,8,5.088
3848,ENAR,AddDelta,0.75,1000000,2,253.054
3849,ECAR,AddDelta,0.1,1000,4,0.10401600000000001
3850,ENAR,MissingValueNumeric,0.75,100,10,0.022406
3851,ENAR,AddDelta,0.9,10000,6,3.125
3852,ENAR,AddDelta,0.1,100,8,0.021617
3853,ENAR,MissingValueNumeric,0.9,1000,2,0.260461
3854,EAR,AddDelta,0.9,1000000,2,357.601
3855,ECAR,AddDelta,0.25,100,6,0.011797
3856,EAR,MissingValueNumeric,0.5,100,4,0.030852
3857,EAR,MissingValueNumeric,0.1,10000,6,2.941
3858,EAR,AddDelta,0.1,1000000,4,250.476
3859,EAR,MissingValueNumeric,0.9,10000,4,3.859
3860,ENAR,MissingValueNumeric,0.25,1000,6,0.213805
3861,ECAR,AddDelta,0.25,100000,8,14.985
3862,ENAR,MissingValueNumeric,0.9,1000,6,0.295055
3863,ECAR,AddDelta,0.1,100,6,0.011797
3864,ENAR,AddDelta,0.5,100,4,0.018977
3865,EAR,MissingValueNumeric,0.5,1000000,10,483.235
3866,ECAR,AddDelta,0.5,1000000,2,109.328
3867,EAR,MissingValueNumeric,0.9,1000,10,0.577086
3868,EAR,AddDelta,0.25,100,2,0.025453
3869,EAR,AddDelta,0.1,1000,8,0.36468
3870,ENAR,AddDelta,0.5,100000,2,21.817
3871,ECAR,MissingValueNumeric,0.75,100000,10,17.701
3872,ECAR,MissingValueNumeric,0.1,100,2,0.0065780000000000005
3873,EAR,MissingValueNumeric,0.75,1000000,8,488.744
3874,ECAR,AddDelta,0.75,1000000,6,156.295
3875,ENAR,AddDelta,0.75,1000,4,0.275445
3876,ECAR,AddDelta,0.75,1000000,8,173.462
3877,EAR,AddDelta,0.75,1000,10,0.562164
3878,ECAR,AddDelta,0.1,1000,2,0.086422
3879,ECAR,AddDelta,0.25,100,6,0.010797000000000001
3880,ENAR,MissingValueNumeric,0.9,1000,10,0.33021100000000003
3881,ENAR,AddDelta,0.9,1000000,2,274.648
3882,ENAR,AddDelta,0.5,1000,2,0.22661699999999999
3883,ENAR,AddDelta,0.75,10000,4,2.763
3884,EAR,AddDelta,0.5,10000,10,4.993
3885,ENAR,AddDelta,0.1,1000000,6,195.956
3886,EAR,MissingValueNumeric,0.9,100000,8,51.892
3887,ECAR,MissingValueNumeric,0.5,10000,8,1.545
3888,ECAR,AddDelta,0.25,1000,2,0.10309399999999999
3889,EAR,MissingValueNumeric,0.75,1000000,4,370.488
3890,ECAR,MissingValueNumeric,0.25,10000,2,0.8692770000000001
3891,ENAR,MissingValueNumeric,0.25,1000,10,0.24896100000000002
3892,EAR,AddDelta,0.5,1000,4,0.33936700000000003
3893,EAR,AddDelta,0.1,100000,8,34.789
3894,EAR,AddDelta,0.25,1000,2,0.24556999999999998
3895,EAR,AddDelta,0.5,100000,8,42.151
3896,EAR,AddDelta,0.5,100,8,0.043758000000000005
3897,ECAR,AddDelta,0.9,1000,8,0.203359
3898,EAR,AddDelta,0.25,1000000,8,384.504
3899,ENAR,MissingValueNumeric,0.1,100000,6,18.012
3900,EAR,AddDelta,0.5,1000000,2,278.195
3901,ECAR,MissingValueNumeric,0.75,10000,2,1.243
3902,ENAR,AddDelta,0.9,10000,8,3.297
3903,EAR,AddDelta,0.9,100000,10,59.657
3904,ENAR,MissingValueNumeric,0.25,100000,2,16.31
3905,ECAR,AddDelta,0.9,100,6,0.011797
3906,ECAR,MissingValueNumeric,0.5,100000,4,11.24
3907,ECAR,MissingValueNumeric,0.9,10000,8,1.843
3908,ENAR,AddDelta,0.9,100000,2,27.433
3909,EAR,AddDelta,0.5,10000,6,3.887
3910,EAR,MissingValueNumeric,0.9,100000,6,45.75
3911,ECAR,AddDelta,0.9,100,8,0.013359
3912,ENAR,MissingValueNumeric,0.1,1000,2,0.148961
3913,ENAR,MissingValueNumeric,0.25,1000,10,0.24896100000000002
3914,ENAR,AddDelta,0.1,1000000,10,230.289
3915,ECAR,MissingValueNumeric,0.75,10000,10,1.93
3916,ECAR,MissingValueNumeric,0.5,100,8,0.011266
3917,ECAR,MissingValueNumeric,0.25,10000,2,0.8692770000000001
3918,EAR,AddDelta,0.5,1000,8,0.45274200000000003
3919,ECAR,MissingValueNumeric,0.9,10000,6,1.671
3920,ENAR,MissingValueNumeric,0.75,100000,4,24.796
3921,ECAR,AddDelta,0.75,100000,8,17.607
3922,EAR,AddDelta,0.75,1000000,10,564.085
3923,ENAR,AddDelta,0.9,10000,10,3.468
3924,EAR,MissingValueNumeric,0.25,1000,8,0.387195
3925,ECAR,MissingValueNumeric,0.1,100,8,0.011266
3926,ECAR,AddDelta,0.5,100000,6,14.58
3927,EAR,AddDelta,0.75,1000000,6,445.83
3928,ENAR,AddDelta,0.25,100,10,0.022515999999999998
3929,ECAR,AddDelta,0.5,100000,2,11.146
3930,ENAR,MissingValueNumeric,0.25,100000,4,18.026
3931,EAR,MissingValueNumeric,0.1,100,4,0.028977
3932,ENAR,AddDelta,0.25,100000,8,23.082
3933,ENAR,AddDelta,0.75,1000,10,0.32818
3934,ENAR,AddDelta,0.25,100,8,0.021734000000000003
3935,ECAR,AddDelta,0.1,1000000,10,157.964
3936,ECAR,AddDelta,0.9,1000,8,0.203359
3937,ECAR,AddDelta,0.5,100000,2,11.146
3938,ENAR,MissingValueNumeric,0.9,100,8,0.021852
3939,ECAR,MissingValueNumeric,0.5,1000000,10,161.778
3940,EAR,AddDelta,0.25,10000,6,3.408
3941,EAR,AddDelta,0.75,1000000,8,504.958
3942,ECAR,AddDelta,0.25,10000,2,1.012
3943,ENAR,MissingValueNumeric,0.25,1000,6,0.213805
3944,ECAR,MissingValueNumeric,0.9,1000000,4,130.497
3945,ENAR,AddDelta,0.25,100000,2,17.932
3946,ENAR,AddDelta,0.75,1000000,4,271.22
3947,ECAR,AddDelta,0.9,100000,8,18.394
3948,ENAR,AddDelta,0.75,1000000,4,271.22
3949,ENAR,MissingValueNumeric,0.75,10000,8,2.943
3950,ECAR,AddDelta,0.9,10000,4,1.663
3951,ECAR,AddDelta,0.25,1000000,10,165.832
3952,ENAR,AddDelta,0.25,10000,4,2.071
3953,EAR,AddDelta,0.1,1000000,10,398.106
3954,ENAR,AddDelta,0.9,1000000,8,326.147
3955,ENAR,MissingValueNumeric,0.75,1000000,4,254.007
3956,ENAR,MissingValueNumeric,0.25,10000,10,2.423
3957,EAR,MissingValueNumeric,0.9,10000,2,3.245
3958,ENAR,AddDelta,0.5,1000000,10,287.062
3959,ECAR,MissingValueNumeric,0.25,100000,10,15.079
3960,EAR,AddDelta,0.25,100000,10,42.7
3961,EAR,AddDelta,0.75,100000,8,48.753
3962,ENAR,MissingValueNumeric,0.1,100000,6,18.012
3963,EAR,AddDelta,0.1,100000,10,39.71
3964,ENAR,MissingValueNumeric,0.25,1000,8,0.231383
3965,EAR,MissingValueNumeric,0.9,100,8,0.046883
3966,ECAR,MissingValueNumeric,0.1,100,4,0.008141
3967,EAR,AddDelta,0.9,1000,4,0.404992
3968,ECAR,MissingValueNumeric,0.1,100000,10,14.292
3969,ENAR,MissingValueNumeric,0.25,10000,8,2.252
3970,EAR,AddDelta,0.5,1000000,4,333.509
3971,ENAR,MissingValueNumeric,0.5,1000000,8,252.684
3972,EAR,MissingValueNumeric,0.1,100000,8,33.167
3973,ECAR,AddDelta,0.1,10000,6,1.243
3974,ECAR,MissingValueNumeric,0.25,10000,10,1.536
3975,EAR,AddDelta,0.1,10000,4,2.612
3976,ECAR,MissingValueNumeric,0.25,1000000,6,115.287
3977,EAR,MissingValueNumeric,0.25,100000,4,25.628
3978,ENAR,AddDelta,0.5,1000,4,0.244195
3979,ENAR,MissingValueNumeric,0.5,100000,6,22.628
3980,EAR,MissingValueNumeric,0.1,100,2,0.024242
3981,EAR,AddDelta,0.25,10000,4,2.893
3982,EAR,AddDelta,0.75,100,6,0.041016
3983,ENAR,AddDelta,0.5,100000,8,25.967
3984,EAR,MissingValueNumeric,0.9,100,8,0.046883
3985,ENAR,MissingValueNumeric,0.25,100,10,0.021422
3986,ENAR,MissingValueNumeric,0.9,1000,8,0.312633
3987,ECAR,MissingValueNumeric,0.75,100,4,0.009141
3988,ENAR,AddDelta,0.9,100000,10,33.299
3989,ENAR,MissingValueNumeric,0.1,100000,10,21.446
3990,EAR,AddDelta,0.9,100000,10,59.656
3991,EAR,MissingValueNumeric,0.5,1000000,6,372.609
3992,ENAR,MissingValueNumeric,0.9,1000,8,0.312633
3993,EAR,AddDelta,0.9,1000,4,0.404992
3994,ECAR,AddDelta,0.9,1000,2,0.150641
3995,ECAR,MissingValueNumeric,0.1,1000000,6,107.419
3996,ECAR,MissingValueNumeric,0.75,100,4,0.009141
3997,ECAR,AddDelta,0.5,10000,8,1.709
3998,EAR,AddDelta,0.5,1000,10,0.50943
3999,ENAR,AddDelta,0.1,100,2,0.016148
4000,EAR,AddDelta,0.75,1000000,8,504.958
4001,ECAR,MissingValueNumeric,0.5,1000,2,0.10403100000000001
4002,ECAR,MissingValueNumeric,0.25,1000000,4,98.12
4003,EAR,MissingValueNumeric,0.75,100000,10,53.043
4004,ENAR,MissingValueNumeric,0.75,1000000,8,288.339
4005,ENAR,MissingValueNumeric,0.25,100000,10,23.176
4006,EAR,AddDelta,0.25,1000,4,0.29835199999999995
4007,ENAR,AddDelta,0.1,100000,10,23.067
4008,ENAR,AddDelta,0.5,100,10,0.022711
4009,ECAR,MissingValueNumeric,0.5,1000,2,0.10403100000000001
4010,EAR,MissingValueNumeric,0.5,1000000,4,317.295
4011,EAR,AddDelta,0.25,100000,8,37.55
4012,EAR,AddDelta,0.75,10000,2,3.183
4013,EAR,AddDelta,0.1,1000,4,0.262805
4014,EAR,MissingValueNumeric,0.5,1000000,2,261.982
4015,ECAR,MissingValueNumeric,0.1,1000,6,0.10484399999999999
4016,ENAR,AddDelta,0.5,1000000,2,218.398
4017,EAR,MissingValueNumeric,0.1,100000,4,23.325
4018,ENAR,AddDelta,0.75,1000000,4,271.221
4019,EAR,MissingValueNumeric,0.1,1000000,6,283.472
4020,ECAR,MissingValueNumeric,0.9,100000,8,16.772
4021,ECAR,AddDelta,0.1,100000,6,12.481
4022,ECAR,AddDelta,0.1,1000000,4,106.466
4023,ENAR,MissingValueNumeric,0.9,1000000,2,257.435
4024,ENAR,AddDelta,0.1,100000,2,16.201
4025,ECAR,AddDelta,0.5,1000,4,0.138359
4026,ENAR,MissingValueNumeric,0.5,1000000,4,218.35
4027,EAR,MissingValueNumeric,0.9,1000,10,0.577086
4028,ECAR,AddDelta,0.9,10000,6,1.834
4029,EAR,MissingValueNumeric,0.1,10000,10,3.925
